transaction_id,customer_id,date,product_id,quantity,unit_price,discount_applied
9534,710,2023-02-27,35,4,776.66,0.0
9535,299,2023-09-16,10,3,578.07,0.0
9536,757,2023-04-10,95,9,52.27,0.0
9537,850,2023-04-14,12,5,91100.0,0.0
9538,620,2023-09-18,35,8,819.39,0.0
9539,453,2023-10-05,98,3,934.18,0.1
9540,393,2023-03-07,39,4,143.19,0.1
9541,212,2023-03-30,96,3,961.53,0.0
9542,668,2023-10-23,76,9,96604.0,0.0
9543,538,2023-03-29,45,1,458.85,0.1
9544,594,2023-01-05,28,9,83.63,0.0
9545,595,2023-05-24,83,8,62564.0,0.0
9546,131,2023-04-27,24,1,629.98,0.0
9547,329,2023-09-28,20,4,535.3,0.0
9548,612,2023-07-24,86,1,334.86,0.0
9549,256,2023-03-16,11,2,81.1,0.1
9550,479,2023-03-21,28,2,566.76,0.1
9551,561,2023-01-18,20,5,321.03,0.1
9552,913,2023-08-05,69,3,10866.0,0.2
9553,63,2023-04-12,63,8,198.38,0.2
9554,311,2023-05-12,58,2,792.61,0.2
9555,407,2023-11-05,40,5,808.37,0.0
9556,802,2023-02-27,7,6,769.94,0.1
9557,105,2023-04-22,86,5,85.07,0.0
9558,617,2023-03-26,37,1,119.48,0.2
9559,837,2023-11-27,29,7,240.93,0.0
9560,15,2023-11-10,76,6,97958.0,0.2
9561,687,2023-04-26,93,4,282.15,0.1
9562,259,2023-11-11,36,7,93542.0,0.0
9563,723,2023-06-11,35,7,662.59,0.3
9564,412,2023-10-13,22,9,37.11,0.0
9565,259,2023-11-20,18,1,492.53,0.0
9566,614,2023-07-25,57,6,837.74,0.0
9567,260,2023-11-27,86,6,72.9,0.0
9568,856,2023-03-09,83,6,61380.99999999999,0.0
9569,671,2023-09-05,34,8,327.27,0.1
9570,45,2023-02-26,73,9,208.27,0.1
9571,955,2023-06-14,74,4,533.19,0.1
9572,813,2023-06-15,83,6,79801.0,0.0
9573,763,2023-10-24,9,1,780.78,0.0
9574,331,2023-01-04,51,5,182.45,0.0
9575,165,2023-10-22,28,2,354.7,0.0
9576,193,2023-12-31,94,9,354.71,0.0
9577,521,2023-04-16,25,6,826.21,0.1
9578,401,2023-04-18,82,8,501.3,0.0
9579,374,2023-06-19,52,7,381.49,0.0
9580,65,2023-09-24,26,6,807.11,0.0
9581,387,2023-09-24,19,8,892.04,0.1
9582,495,2023-02-23,91,3,330.55,0.0
9583,794,2023-06-15,100,1,985.39,0.1
9584,693,2023-09-11,68,7,540.37,0.3
9585,415,2023-10-03,49,5,71.31,0.0
9586,794,2023-06-03,26,2,372.07,0.0
9587,791,2023-05-08,45,4,548.81,0.3
9588,30,2023-03-17,67,2,828.23,0.0
9589,266,2023-08-09,100,2,712.1,0.0
9590,328,2023-09-27,7,5,207.51,0.0
9591,492,2023-05-03,10,7,429.45,0.1
9592,217,2023-01-25,68,6,107.34,0.0
9593,320,2023-04-16,7,1,878.52,0.0
9594,918,2023-04-16,22,1,13.68,0.2
9595,399,2023-04-13,94,1,268.1,0.1
9596,891,2023-09-23,86,3,764.69,0.0
9597,105,2023-01-14,53,1,31.79,0.0
9598,696,2023-05-13,29,4,723.83,0.0
9599,330,2023-01-22,11,5,657.79,0.2
9600,660,2023-03-16,63,1,451.0,0.2
9601,617,2023-10-12,80,5,149.94,0.0
9602,47,2023-09-01,61,3,316.38,0.0
9603,599,2023-09-13,56,1,207.09,0.0
9604,821,2023-05-26,57,4,15.89,0.0
9605,949,2023-07-31,6,5,37408.0,0.0
9606,641,2023-09-06,37,1,903.37,0.0
9607,770,2023-02-04,13,2,484.78,0.0
9608,314,2023-11-23,97,6,604.61,0.2
9609,147,2023-09-10,47,2,941.99,0.1
9610,958,2023-12-16,72,2,456.39,0.0
9611,462,2023-09-17,75,8,587.63,0.0
9612,584,2023-11-03,97,8,101.43,0.0
9613,486,2023-12-16,64,4,142.37,0.0
9614,652,2023-10-13,97,3,588.16,0.0
9615,410,2023-12-16,44,2,57.31,0.0
9616,27,2023-06-30,48,8,45.45,0.0
9617,29,2023-07-29,91,2,113.48,0.0
9618,271,2023-04-20,18,8,240.87,0.0
9619,686,2023-11-26,45,1,106.59,0.0
9620,501,2023-05-22,32,5,263.63,0.2
9621,253,2023-06-13,24,9,741.25,0.3
9622,385,2023-03-28,86,6,421.46,0.1
9623,60,2023-05-20,50,7,667.5,0.0
9624,107,2023-11-28,59,1,766.86,0.1
9625,220,2023-06-11,3,8,334.79,0.0
9626,441,2023-01-26,67,6,895.16,0.2
9627,771,2023-05-14,14,1,862.89,0.2
9628,883,2023-12-23,96,1,419.09,0.1
9629,658,2023-04-25,73,6,827.15,0.0
9630,564,2023-06-30,16,9,343.71,0.0
9631,572,2023-12-28,89,9,726.14,0.1
9632,546,2023-12-25,69,3,97145.0,0.2
9633,96,2023-05-27,62,3,318.43,0.1
9634,989,2023-12-26,77,1,576.82,0.0
9635,89,2023-08-03,59,8,366.71,0.1
9636,828,2023-03-18,95,8,502.4,0.0
9637,922,2023-04-05,21,3,225.63,0.0
9638,231,2023-08-06,40,7,433.9,0.0
9639,968,2023-12-29,61,8,648.15,0.2
9640,275,2023-02-21,51,6,351.19,0.2
9641,246,2023-10-01,73,3,296.08,0.0
9642,111,2023-06-24,85,4,33774.0,0.0
9643,234,2023-11-09,73,7,319.26,0.0
9644,278,2023-02-02,10,7,168.82,0.0
9645,477,2023-12-26,41,3,907.24,0.0
9646,417,2023-05-12,12,6,95615.0,0.0
9647,678,2023-10-02,75,5,272.12,0.0
9648,128,2023-01-07,84,8,620.52,0.0
9649,237,2023-08-15,64,9,322.01,0.1
9650,803,2023-09-12,39,1,584.28,0.0
9651,619,2023-10-09,97,4,300.33,0.0
9652,128,2023-08-24,64,8,70.2,0.2
9653,707,2023-12-09,71,1,158.28,0.1
9654,851,2023-12-20,1,5,527.97,0.2
9655,394,2023-07-03,14,4,256.88,0.1
9656,475,2023-07-18,45,2,488.77,0.0
9657,655,2023-07-22,21,8,910.94,0.0
9658,395,2023-05-16,45,7,50.64,0.0
9659,111,2023-10-15,72,5,817.14,0.0
9660,90,2023-10-17,81,7,492.04,0.0
9661,763,2023-05-26,62,8,162.81,0.0
9662,280,2023-07-26,45,7,239.84,0.0
9663,333,2023-02-24,54,7,990.97,0.0
9664,224,2023-10-26,79,8,354.26,0.0
9665,101,2023-09-07,2,7,74.15,0.0
9666,132,2023-10-02,13,2,589.9,0.0
9667,13,2023-07-24,29,8,200.27,0.0
9668,457,2023-11-09,28,8,899.48,0.2
9669,441,2023-07-11,8,7,361.07,0.0
9670,98,2023-12-02,35,9,622.16,0.3
9671,120,2023-01-02,24,8,853.0,0.2
9672,293,2023-07-04,7,3,984.25,0.0
9673,816,2023-06-11,28,3,958.81,0.0
9674,711,2023-02-18,86,3,121.24,0.0
9675,1,2023-03-31,90,8,344.37,0.0
9676,572,2023-09-08,81,8,646.63,0.0
9677,250,2023-01-22,63,7,132.97,0.1
9678,652,2023-07-31,6,6,38896.0,0.0
9679,149,2023-08-22,11,2,950.93,0.0
9680,395,2023-06-21,38,4,198.85,0.0
9681,44,2023-04-01,66,4,502.06,0.0
9682,883,2023-06-12,63,3,59.05,0.2
9683,698,2023-10-12,32,2,643.55,0.3
9684,620,2023-01-06,26,9,597.25,0.0
9685,44,2023-09-01,95,6,837.01,0.2
9686,78,2023-12-07,32,9,873.12,0.1
9687,226,2023-06-08,35,3,220.29,0.0
9688,162,2023-05-03,2,8,860.66,0.0
9689,793,2023-12-26,3,5,980.21,0.0
9690,253,2023-07-07,33,1,885.88,0.0
9691,132,2023-01-14,7,5,865.03,0.0
9692,448,2023-03-11,85,2,57629.99999999999,0.1
9693,884,2023-05-19,48,3,658.58,0.0
9694,887,2023-12-24,89,6,790.36,0.0
9695,474,2023-11-21,80,1,186.45,0.0
9696,656,2023-03-20,23,2,977.7,0.0
9697,778,2023-10-21,81,1,305.15,0.0
9698,109,2023-11-14,97,5,519.41,0.0
9699,706,2023-03-21,82,2,552.69,0.0
9700,35,2023-05-26,87,2,838.28,0.0
9701,467,2023-08-13,9,5,471.04,0.0
9702,902,2023-08-15,67,7,420.3,0.0
9703,275,2023-06-29,48,4,360.26,0.0
9704,187,2023-01-24,35,4,885.61,0.0
9705,949,2023-04-09,62,1,853.11,0.0
9706,243,2023-09-27,24,1,434.8,0.0
9707,264,2023-04-04,70,2,421.49,0.2
9708,974,2023-10-07,83,4,19728.0,0.0
9709,522,2023-09-26,78,3,508.18,0.0
9710,963,2023-05-27,3,8,346.22,0.0
9711,678,2023-10-12,6,1,41194.0,0.1
9712,541,2023-01-22,81,6,203.82,0.0
9713,783,2023-01-02,36,6,61917.99999999999,0.0
9714,87,2023-04-13,86,8,441.72,0.2
9715,535,2023-02-05,53,5,907.39,0.0
9716,210,2023-10-21,4,1,431.94,0.0
9717,46,2023-10-01,10,7,790.49,0.0
9718,467,2023-02-20,96,3,598.82,0.0
9719,540,2023-05-23,49,3,899.79,0.0
9720,26,2023-01-17,43,9,86127.0,0.2
9721,266,2023-03-18,68,2,865.47,0.2
9722,175,2023-10-05,13,1,978.41,0.0
9723,516,2023-05-03,83,4,11730.0,0.0
9724,311,2023-12-12,43,9,28470.0,0.0
9725,322,2023-06-23,48,2,10.13,0.0
9726,579,2023-05-12,90,9,808.37,0.0
9727,135,2023-09-20,30,3,699.56,0.0
9728,55,2023-09-28,43,8,93129.0,0.0
9729,976,2023-07-27,31,8,710.89,0.0
9730,543,2023-10-23,51,1,68.37,0.0
9731,586,2023-08-14,38,6,224.72,0.0
9732,531,2023-07-08,76,8,10189.0,0.0
9733,156,2023-12-24,19,3,26.09,0.0
9734,849,2023-05-24,23,9,279.4,0.1
9735,668,2023-12-20,50,4,583.53,0.0
9736,147,2023-09-08,46,1,872.3,0.0
9737,485,2023-09-02,41,5,667.13,0.3
9738,599,2023-01-18,74,2,192.95,0.0
9739,20,2023-07-22,79,9,486.15,0.1
9740,269,2023-07-23,17,6,237.18,0.1
9741,333,2023-01-02,52,7,600.4,0.0
9742,555,2023-02-23,13,7,603.97,0.0
9743,907,2023-06-15,24,6,361.88,0.0
9744,944,2023-12-19,80,6,175.06,0.0
9745,911,2023-11-25,30,1,720.32,0.0
9746,401,2023-05-23,44,8,306.31,0.0
9747,950,2023-04-02,15,3,929.47,0.2
9748,306,2023-01-08,4,3,399.84,0.0
9749,28,2023-09-09,52,1,17.69,0.0
9750,467,2023-04-10,74,3,544.58,0.2
9751,260,2023-02-08,46,4,515.45,0.0
9752,534,2023-05-16,59,5,359.66,0.0
9753,982,2023-12-28,46,2,138.32,0.0
9754,887,2023-02-19,32,6,681.43,0.0
9755,101,2023-03-24,21,1,305.88,0.0
9756,551,2023-09-11,29,1,54.59,0.0
9757,802,2023-07-15,30,4,915.52,0.3
9758,353,2023-01-27,7,9,169.54,0.0
9759,300,2023-03-18,42,3,158.18,0.0
9760,682,2023-10-21,93,4,154.2,0.0
9761,296,2023-09-12,74,6,249.08,0.3
9762,353,2023-01-21,50,5,240.11,0.0
9763,908,2023-08-06,86,7,147.36,0.0
9764,130,2023-02-14,17,4,765.95,0.0
9765,156,2023-07-01,18,5,725.74,0.0
9766,74,2023-10-13,5,7,49.37,0.0
9767,342,2023-12-17,61,6,132.67,0.0
9768,465,2023-05-24,39,2,795.89,0.0
9769,90,2023-02-21,81,7,536.64,0.0
9770,579,2023-09-08,98,5,217.71,0.0
9771,455,2023-04-16,68,6,792.19,0.0
9772,748,2023-10-24,41,4,744.72,0.0
9773,712,2023-07-18,72,2,729.39,0.3
9774,980,2023-12-03,26,1,93.75,0.2
9775,332,2023-10-07,89,1,755.88,0.1
9776,739,2023-05-28,100,9,406.74,0.0
9777,977,2023-04-13,39,9,224.29,0.0
9778,348,2023-01-02,75,9,467.02,0.1
9779,233,2023-09-13,67,8,305.51,0.0
9780,778,2023-03-01,44,9,872.96,0.0
9781,598,2023-11-03,64,1,521.03,0.0
9782,102,2023-04-01,92,2,700.54,0.0
9783,953,2023-04-11,39,4,94.88,0.0
9784,481,2023-04-24,56,8,322.56,0.0
9785,214,2023-09-19,89,8,688.02,0.2
9786,108,2023-02-23,86,4,287.67,0.0
9787,165,2023-07-07,13,8,579.13,0.0
9788,973,2023-01-27,4,2,285.56,0.0
9789,603,2023-08-28,28,1,261.82,0.0
9790,704,2023-03-21,83,4,22693.0,0.0
9791,335,2023-07-09,3,9,236.79,0.0
9792,86,2023-11-15,27,3,749.8,0.0
9793,734,2023-12-21,61,8,44.89,0.0
9794,875,2023-04-01,75,3,255.84,0.0
9795,424,2023-02-04,6,5,91029.0,0.2
9796,613,2023-02-27,48,6,329.27,0.3
9797,738,2023-07-08,95,5,385.39,0.0
9798,364,2023-09-10,56,7,791.18,0.0
9799,60,2023-02-05,29,4,707.85,0.1
9800,482,2023-12-24,72,4,35.72,0.0
9801,250,2023-04-02,75,4,115.42,0.1
9802,560,2023-02-25,73,9,435.11,0.0
9803,117,2023-03-08,31,1,504.76,0.1
9804,739,2023-11-09,65,7,17428.0,0.1
9805,874,2023-06-18,71,3,257.25,0.0
9806,915,2023-10-14,74,9,784.59,0.3
9807,968,2023-05-11,9,8,394.7,0.0
9808,999,2023-06-15,63,9,793.47,0.2
9809,545,2023-02-21,77,6,749.2,0.0
9810,44,2023-06-01,27,7,379.41,0.1
9811,509,2023-04-15,18,7,841.63,0.0
9812,988,2023-04-02,16,8,620.53,0.0
9813,165,2023-07-20,4,9,38.8,0.0
9814,368,2023-10-20,94,1,204.09,0.0
9815,857,2023-08-07,38,5,214.22,0.0
9816,292,2023-03-08,20,2,19.19,0.1
9817,849,2023-06-18,41,9,701.36,0.1
9818,856,2023-11-01,58,4,721.68,0.0
9819,917,2023-01-28,76,2,81845.0,0.2
9820,898,2023-10-15,28,7,489.92,0.0
9821,799,2023-12-21,44,5,339.43,0.0
9822,876,2023-11-23,65,8,67154.0,0.1
9823,737,2023-02-01,9,7,755.13,0.3
9824,286,2023-06-15,33,9,779.17,0.0
9825,204,2023-05-16,65,5,52457.00000000001,0.0
9826,684,2023-03-09,9,8,268.67,0.0
9827,524,2023-06-03,86,7,100.79,0.1
9828,819,2023-11-22,62,5,504.0,0.0
9829,121,2023-10-31,73,9,333.98,0.0
9830,945,2023-04-06,69,2,93047.0,0.2
9831,756,2023-07-16,2,3,982.04,0.0
9832,664,2023-04-18,78,4,29.4,0.1
9833,664,2023-02-15,76,8,92258.0,0.3
9834,188,2023-07-05,29,6,503.58,0.0
9835,907,2023-11-19,80,1,711.42,0.2
9836,13,2023-10-12,48,3,188.86,0.1
9837,603,2023-03-24,73,1,873.57,0.3
9838,200,2023-05-18,51,6,157.53,0.0
9839,586,2023-11-23,32,4,743.51,0.0
9840,768,2023-08-25,24,2,755.02,0.0
9841,456,2023-11-17,58,7,42.4,0.1
9842,448,2023-05-25,20,9,591.89,0.1
9843,788,2023-10-05,84,3,647.25,0.0
9844,840,2023-04-10,43,9,77020.0,0.0
9845,841,2023-01-14,5,1,665.09,0.1
9846,71,2023-09-19,84,6,62.19,0.0
9847,590,2023-02-16,80,1,485.26,0.0
9848,796,2023-08-13,19,6,824.52,0.0
9849,130,2023-05-24,76,4,60391.99999999999,0.0
9850,889,2023-07-15,81,3,160.69,0.0
9851,43,2023-10-17,98,5,178.32,0.0
9852,520,2023-09-14,27,6,319.82,0.0
9853,13,2023-01-08,41,3,516.03,0.0
9854,725,2023-10-05,90,2,336.33,0.0
9855,623,2023-11-20,34,2,200.02,0.0
9856,988,2023-10-17,21,9,614.71,0.0
9857,803,2023-10-20,42,4,822.29,0.0
9858,535,2023-01-23,67,3,617.24,0.0
9859,302,2023-03-25,100,9,157.29,0.0
9860,766,2023-09-12,93,7,51.56,0.2
9861,527,2023-01-24,83,5,59547.0,0.0
9862,642,2023-11-21,21,6,978.9,0.2
9863,573,2023-12-02,76,8,19734.0,0.1
9864,115,2023-11-12,87,7,612.39,0.0
9865,460,2023-02-07,47,9,477.09,0.2
9866,832,2023-08-09,28,5,835.58,0.0
9867,505,2023-08-02,63,2,68.66,0.0
9868,308,2023-11-29,64,4,443.23,0.1
9869,932,2023-03-26,55,2,30698.0,0.0
9870,963,2023-01-04,12,5,25171.0,0.1
9871,325,2023-07-14,2,3,742.87,0.2
9872,579,2023-04-24,59,2,211.5,0.0
9873,761,2023-08-03,30,8,369.5,0.2
9874,175,2023-12-02,12,8,89320.0,0.0
9875,851,2023-12-31,39,5,772.04,0.0
9876,514,2023-05-21,18,5,680.59,0.0
9877,172,2023-06-16,24,5,373.43,0.1
9878,997,2023-10-14,12,4,66421.0,0.0
9879,960,2023-12-01,82,3,168.25,0.1
9880,502,2023-01-05,6,7,62534.0,0.0
9881,977,2023-05-07,8,1,226.1,0.0
9882,334,2023-03-27,57,1,174.02,0.0
9883,284,2023-03-27,49,8,738.98,0.2
9884,475,2023-01-24,15,9,818.5,0.0
9885,54,2023-02-14,7,4,846.57,0.1
9886,458,2023-04-21,93,6,79.39,0.1
9887,579,2023-10-17,58,4,139.08,0.0
9888,420,2023-07-04,53,5,901.8,0.0
9889,614,2023-08-23,25,3,395.51,0.0
9890,632,2023-06-06,77,3,729.51,0.1
9891,703,2023-06-10,61,1,343.88,0.0
9892,409,2023-07-19,96,7,217.2,0.2
9893,982,2023-05-02,12,2,94861.0,0.0
9894,304,2023-08-12,25,5,223.39,0.2
9895,935,2023-12-31,19,1,625.32,0.2
9896,559,2023-01-23,42,6,342.77,0.0
9897,222,2023-07-16,80,9,927.81,0.1
9898,533,2023-10-12,12,9,81707.0,0.0
9899,158,2023-01-06,60,7,267.7,0.0
9900,348,2023-11-04,99,5,416.54,0.2
9901,159,2023-12-11,36,2,54473.0,0.1
9902,889,2023-03-30,24,1,49.84,0.0
9903,884,2023-09-30,33,3,316.98,0.3
9904,922,2023-10-11,36,8,66256.0,0.0
9905,235,2023-09-22,4,2,75.69,0.0
9906,662,2023-04-25,99,5,311.54,0.0
9907,405,2023-05-04,50,9,660.33,0.0
9908,257,2023-09-17,56,3,241.9,0.0
9909,677,2023-06-18,8,8,235.57,0.1
9910,589,2023-02-05,61,8,209.29,0.0
9911,597,2023-08-17,8,1,803.79,0.0
9912,558,2023-05-14,7,4,771.13,0.0
9913,905,2023-09-01,25,4,726.7,0.0
9914,913,2023-03-06,48,6,823.8,0.0
9915,47,2023-08-25,35,9,139.1,0.0
9916,213,2023-01-03,79,5,679.73,0.2
9917,479,2023-02-06,18,8,493.41,0.0
9918,487,2023-04-19,11,3,316.28,0.0
9919,571,2023-09-07,94,3,385.04,0.0
9920,566,2023-01-03,29,7,512.41,0.2
9921,342,2023-08-23,87,7,415.54,0.0
9922,524,2023-09-08,98,5,158.69,0.0
9923,704,2023-05-23,83,9,57767.99999999999,0.0
9924,503,2023-09-05,16,5,56.16,0.2
9925,6,2023-02-25,6,6,24281.0,0.0
9926,821,2023-03-02,15,8,770.92,0.0
9927,144,2023-03-09,73,9,300.59,0.0
9928,858,2023-03-20,29,1,938.94,0.0
9929,261,2023-11-23,64,2,839.13,0.1
9930,585,2023-07-15,66,8,389.82,0.1
9931,686,2023-07-14,97,4,900.46,0.0
9932,232,2023-01-23,87,7,178.74,0.0
9933,270,2023-01-14,13,5,206.48,0.0
9934,940,2023-10-16,84,4,839.47,0.0
9935,447,2023-01-09,71,9,825.43,0.0
9936,874,2023-05-20,57,4,749.81,0.0
9937,222,2023-08-30,81,6,791.63,0.0
9938,52,2023-09-10,51,5,566.47,0.1
9939,116,2023-08-15,85,4,8609.0,0.0
9940,538,2023-04-05,28,7,895.23,0.0
9941,565,2023-06-28,94,4,140.0,0.1
9942,877,2023-01-03,23,6,179.78,0.2
9943,541,2023-07-03,85,3,79479.0,0.1
9944,19,2023-02-15,1,5,60.69,0.1
9945,815,2023-10-19,81,9,496.05,0.0
9946,392,2023-05-21,96,5,274.51,0.0
9947,791,2023-01-13,88,7,346.36,0.0
9948,629,2023-07-05,71,2,394.48,0.2
9949,618,2023-03-26,35,1,182.21,0.0
9950,419,2023-02-12,36,8,80697.0,0.0
9951,991,2023-06-05,14,2,292.73,0.0
9952,309,2023-07-03,56,9,414.72,0.0
9953,739,2023-02-16,62,5,84.56,0.0
9954,864,2023-07-25,12,4,10654.0,0.0
9955,186,2023-07-29,87,2,600.21,0.0
9956,261,2023-10-02,14,8,429.4,0.0
9957,528,2023-03-24,62,2,494.3,0.0
9958,273,2023-04-07,89,9,603.06,0.1
9959,160,2023-06-28,22,3,854.9,0.0
9960,870,2023-12-21,29,9,243.89,0.2
9961,762,2023-05-28,72,4,52.84,0.0
9962,224,2023-10-12,75,9,501.78,0.0
9963,256,2023-03-13,94,9,573.93,0.0
9964,180,2023-08-05,59,5,53.37,0.0
9965,20,2023-07-28,86,4,140.43,0.0
9966,624,2023-11-17,15,3,877.69,0.0
9967,632,2023-10-21,21,4,23.16,0.2
9968,706,2023-05-04,89,6,798.69,0.3
9969,468,2023-12-16,77,8,702.85,0.2
9970,623,2023-06-05,71,3,954.9,0.0
9971,210,2023-02-02,82,9,235.63,0.0
9972,513,2023-09-26,12,6,22556.0,0.1
9973,58,2023-08-04,61,4,539.14,0.0
9974,93,2023-04-11,47,3,489.49,0.0
9975,221,2023-06-29,26,5,661.2,0.0
9976,723,2023-05-07,69,8,68955.0,0.0
9977,940,2023-11-29,72,7,65.11,0.0
9978,232,2023-06-18,36,7,59829.0,0.0
9979,774,2023-11-01,55,7,68762.0,0.2
9980,364,2023-05-15,69,5,41197.0,0.0
9981,615,2023-10-19,86,8,893.72,0.0
9982,562,2023-04-03,87,8,464.02,0.0
9983,374,2023-08-09,72,9,776.84,0.0
9984,622,2023-06-04,19,4,106.18,0.2
9985,456,2023-10-07,34,4,942.87,0.2
9986,88,2023-07-18,70,6,489.84,0.0
9987,20,2023-12-03,63,7,196.62,0.0
9988,14,2023-08-29,50,9,116.1,0.0
9989,133,2023-04-08,17,4,501.99,0.0
9990,937,2023-09-07,81,2,199.62,0.0
9991,808,2023-04-15,79,7,245.38,0.0
9992,34,2023-09-18,39,7,59.47,0.0
9993,892,2023-05-09,31,5,925.31,0.3
9994,208,2023-11-23,22,8,401.97,0.0
9995,813,2023-09-16,58,9,806.11,0.0
9996,199,2023-10-19,25,6,800.94,0.1
9997,592,2023-05-20,19,7,757.43,0.0
9998,583,2023-01-15,54,9,811.66,0.0
9999,155,2023-07-03,71,8,33.27,0.0
10000,590,2023-01-16,2,6,716.1,0.0
10001,78,2023-08-09,79,2,796.88,0.0
10002,172,2023-03-04,22,2,390.78,0.0
10003,289,2023-08-29,38,4,520.04,0.2
10004,545,2023-10-06,7,7,821.01,0.1
10005,812,2023-11-29,87,4,925.19,0.0
10006,788,2023-09-14,66,8,425.2,0.0
10007,879,2023-07-04,33,6,338.21,0.1
10008,420,2023-03-17,82,3,201.6,0.0
10009,7,2023-01-27,7,1,235.19,0.0
10010,160,2023-01-25,59,9,324.55,0.0
10011,240,2023-12-08,88,1,37.39,0.0
10012,963,2023-03-03,11,8,832.38,0.0
10013,423,2023-05-26,12,3,86892.0,0.0
10014,989,2023-08-21,18,5,115.16,0.0
10015,536,2023-12-15,1,6,826.55,0.0
10016,726,2023-10-13,61,6,622.74,0.3
10017,70,2023-03-25,1,9,298.33,0.0
10018,880,2023-06-24,27,4,184.26,0.1
10019,216,2023-06-19,73,6,853.05,0.0
10020,104,2023-10-17,65,3,85530.0,0.0
10021,727,2023-01-04,92,6,509.0,0.0
10022,54,2023-10-14,76,1,95248.0,0.0
10023,806,2023-11-03,64,9,586.01,0.1
10024,330,2023-02-19,49,4,478.23,0.0
10025,848,2023-09-27,80,8,193.2,0.0
10026,203,2023-01-08,71,9,167.47,0.0
10027,288,2023-12-23,35,8,231.52,0.2
10028,45,2023-03-10,57,5,909.14,0.0
10029,829,2023-05-19,41,7,242.45,0.0
10030,198,2023-09-05,23,4,908.18,0.0
10031,216,2023-01-29,35,5,758.99,0.0
10032,481,2023-07-02,80,7,520.52,0.0
10033,309,2023-08-01,48,3,393.02,0.0
10034,896,2023-11-16,42,1,212.92,0.0
10035,435,2023-11-01,72,3,648.09,0.0
10036,332,2023-01-19,80,5,973.71,0.0
10037,696,2023-08-14,6,2,88778.0,0.0
10038,27,2023-08-18,100,9,299.05,0.0
10039,166,2023-12-05,95,2,984.85,0.0
10040,318,2023-04-06,92,5,800.46,0.2
10041,274,2023-04-25,35,6,678.38,0.0
10042,383,2023-12-25,17,1,113.19,0.0
10043,365,2023-06-29,47,2,790.87,0.0
10044,103,2023-03-19,30,4,116.77,0.0
10045,960,2023-11-23,9,9,503.45,0.0
10046,503,2023-10-03,23,6,782.42,0.3
10047,845,2023-12-18,45,2,134.83,0.2
10048,373,2023-07-01,65,1,89852.0,0.0
10049,616,2023-04-05,12,8,91595.0,0.2
10050,926,2023-03-27,81,1,630.99,0.0
10051,245,2023-04-05,46,2,725.0,0.0
10052,817,2023-12-01,33,2,430.43,0.0
10053,169,2023-05-25,22,7,363.1,0.0
10054,628,2023-09-05,10,3,780.52,0.0
10055,653,2023-06-30,90,6,168.87,0.0
10056,418,2023-10-20,14,1,569.65,0.0
10057,356,2023-01-19,89,7,506.27,0.0
10058,478,2023-05-18,11,3,747.57,0.0
10059,125,2023-02-13,19,5,850.25,0.0
10060,537,2023-08-14,51,3,648.31,0.0
10061,706,2023-12-11,28,4,933.59,0.2
10062,896,2023-02-06,27,4,439.66,0.0
10063,612,2023-11-10,11,4,844.51,0.0
10064,402,2023-08-08,22,9,196.3,0.3
10065,517,2023-05-08,25,5,13.98,0.1
10066,531,2023-05-23,94,9,634.06,0.1
10067,682,2023-07-02,19,8,186.17,0.3
10068,786,2023-02-12,64,5,977.74,0.0
10069,254,2023-07-29,39,9,73.01,0.0
10070,121,2023-02-17,7,8,563.52,0.0
10071,32,2023-11-08,6,9,87087.0,0.1
10072,661,2023-08-08,9,6,594.99,0.2
10073,778,2023-07-15,18,6,493.22,0.2
10074,37,2023-06-21,31,8,505.97,0.0
10075,689,2023-08-25,70,3,163.82,0.1
10076,342,2023-06-24,62,4,439.31,0.3
10077,13,2023-02-01,61,1,936.42,0.0
10078,183,2023-08-12,46,2,44.81,0.2
10079,657,2023-02-23,86,6,654.63,0.1
10080,265,2023-07-05,9,2,652.43,0.0
10081,88,2023-08-22,95,3,926.47,0.2
10082,940,2023-11-13,22,1,123.17,0.1
10083,462,2023-08-19,53,9,702.01,0.0
10084,46,2023-04-20,21,5,842.88,0.0
10085,392,2023-04-10,35,5,119.49,0.0
10086,119,2023-07-19,29,9,281.36,0.0
10087,933,2023-07-30,85,5,57011.0,0.0
10088,531,2023-08-09,53,2,17.2,0.2
10089,447,2023-11-21,62,2,110.69,0.0
10090,732,2023-05-30,58,9,57.79,0.0
10091,942,2023-06-12,61,7,12.63,0.0
10092,745,2023-05-23,35,5,583.18,0.1
10093,606,2023-09-15,87,5,523.03,0.0
10094,967,2023-09-02,40,7,479.2,0.0
10095,763,2023-05-30,87,8,971.49,0.0
10096,762,2023-04-22,82,9,555.96,0.1
10097,794,2023-04-09,59,6,951.42,0.0
10098,744,2023-04-13,87,1,604.06,0.0
10099,46,2023-07-30,1,3,640.14,0.0
10100,886,2023-01-12,44,2,119.7,0.0
10101,508,2023-08-14,58,8,426.69,0.0
10102,558,2023-10-28,84,1,844.98,0.0
10103,971,2023-05-28,54,7,848.42,0.0
10104,526,2023-06-28,80,3,834.74,0.0
10105,597,2023-01-07,9,2,628.81,0.1
10106,831,2023-06-01,25,4,464.94,0.0
10107,840,2023-11-19,38,8,708.42,0.0
10108,3,2023-03-11,25,5,362.62,0.1
10109,28,2023-12-19,7,9,314.78,0.0
10110,381,2023-02-22,46,9,784.67,0.0
10111,157,2023-06-11,80,3,326.7,0.0
